page,value,x,y
/~nmchenry1/index_charts.html,3928,388,352
/~nmchenry1/index_charts.html,4312.699951,355,722
/~nmchenry1/index_charts.html,4327.699951,393,707
/~nmchenry1/index_charts.html,4344.699951,446,691
/~nmchenry1/index_charts.html,4360.699951,476,680
/~nmchenry1/index_charts.html,4377.699951,528,663
/~nmchenry1/index_charts.html,4394.699951,575,649
/~nmchenry1/index_charts.html,4410.699951,594,643
/~nmchenry1/index_charts.html,4427.699951,620,637
/~nmchenry1/index_charts.html,4444.699951,639,631
/~nmchenry1/index_charts.html,4461.699951,644,629
/~nmchenry1/index_charts.html,4478.699951,645,628
/~nmchenry1/index_charts.html,4495,388,353
/~nmchenry1/index_charts.html,4512,388,354
/~nmchenry1/index_charts.html,4546,388,355
/~nmchenry1/index_charts.html,4629,388,356
/~nmchenry1/index_charts.html,4644,388,357
/~nmchenry1/index_charts.html,4696,388,358
/~nmchenry1/index_charts.html,4712,388,359
/~nmchenry1/index_charts.html,4728.699951,656,627
/~nmchenry1/index_charts.html,4744.699951,678,627
/~nmchenry1/index_charts.html,4760.699951,761,620
/~nmchenry1/index_charts.html,4779.699951,818,614
/~nmchenry1/index_charts.html,4812.699951,863,608
/~nmchenry1/index_charts.html,4813,388,360
/~nmchenry1/index_charts.html,4827.699951,880,603
/~nmchenry1/index_charts.html,4845,388,361
/~nmchenry1/index_charts.html,4845.699951,892,603
/~nmchenry1/index_charts.html,4877.699951,894,603
/~nmchenry1/index_charts.html,4978,388,362
/~nmchenry1/index_charts.html,5062,388,363
/~nmchenry1/index_charts.html,5110.699951,893,603
/~nmchenry1/index_charts.html,5128.699951,892,603
/~nmchenry1/index_charts.html,5144.699951,891,605
/~nmchenry1/index_charts.html,5161.699951,889,607
/~nmchenry1/index_charts.html,5177.699951,886,609
/~nmchenry1/index_charts.html,5194.699951,885,610
/~nmchenry1/index_charts.html,5211.699951,883,611
/~nmchenry1/index_charts.html,5227.699951,881,613
/~nmchenry1/index_charts.html,5244.699951,880,613
/~nmchenry1/index_charts.html,5260.699951,880,614
/~nmchenry1/index_charts.html,5277.699951,879,614
/~nmchenry1/index_charts.html,5311.699951,878,615
/~nmchenry1/index_charts.html,5377.699951,877,615
/~nmchenry1/index_charts.html,5428.699951,876,615
/~nmchenry1/index_charts.html,5463.699951,876,616
/~nmchenry1/index_charts.html,5594.699951,876,617
/~nmchenry1/index_charts.html,5627.699951,875,617
/~nmchenry1/index_charts.html,5645.699951,875,618
/~nmchenry1/index_charts.html,5660.699951,874,618
/~nmchenry1/index_charts.html,5678.699951,874,619
/~nmchenry1/index_charts.html,5694.699951,874,620
/~nmchenry1/index_charts.html,5711.699951,873,620
/~nmchenry1/index_charts.html,5728.699951,873,621
/~nmchenry1/index_charts.html,5744.699951,872,621
/~nmchenry1/index_charts.html,5778.699951,872,622
/~nmchenry1/index_charts.html,5911.699951,872,623
/~nmchenry1/index_charts.html,5978.699951,871,623
/~nmchenry1/index_charts.html,5993.699951,869,626
/~nmchenry1/index_charts.html,6010.699951,867,631
/~nmchenry1/index_charts.html,6027.699951,863,638
/~nmchenry1/index_charts.html,6044.699951,860,643
/~nmchenry1/index_charts.html,6061.699951,857,647
/~nmchenry1/index_charts.html,6077.699951,853,653
/~nmchenry1/index_charts.html,6094.699951,852,657
/~nmchenry1/index_charts.html,6111.699951,845,667
/~nmchenry1/index_charts.html,6127.699951,840,679
/~nmchenry1/index_charts.html,6144.699951,839,682
/~nmchenry1/index_charts.html,6162.699951,838,687
/~nmchenry1/index_charts.html,6177.699951,836,690
/~nmchenry1/index_charts.html,6194.699951,836,691
/~nmchenry1/index_charts.html,6210.699951,835,693
/~nmchenry1/index_charts.html,6227.699951,834,695
/~nmchenry1/index_charts.html,6244.699951,833,695
/~nmchenry1/index_charts.html,6260.699951,833,696
/~nmchenry1/index_charts.html,6277.699951,832,697
/~nmchenry1/index_charts.html,6511,388,364
/~nmchenry1/index_charts.html,6529,389,366
/~nmchenry1/index_charts.html,6545,389,367
/~nmchenry1/index_charts.html,6564,390,367
/~nmchenry1/index_charts.html,6613,390,368
/~nmchenry1/index_charts.html,6646,390,369
/~nmchenry1/index_charts.html,6663,390,370
/~nmchenry1/index_charts.html,6695,391,371
/~nmchenry1/index_charts.html,6745,392,373
/~nmchenry1/index_charts.html,6761,392,374
/~nmchenry1/index_charts.html,6795,392,375
/~nmchenry1/index_charts.html,6861,392,376
/~nmchenry1/index_charts.html,6879,393,378
/~nmchenry1/index_charts.html,6911,394,379
/~nmchenry1/index_charts.html,7094.699951,827,700
/~nmchenry1/index_charts.html,7111.699951,786,720
/~nmchenry1/index_charts.html,7127.699951,659,782
/~nmchenry1/index_charts.html,7143.699951,606,793
/~nmchenry1/index_charts.html,7161.699951,579,793
/~nmchenry1/index_charts.html,7178.699951,527,786
/~nmchenry1/index_charts.html,7194.699951,489,771
/~nmchenry1/index_charts.html,7210.699951,478,765
/~nmchenry1/index_charts.html,7227.699951,466,758
/~nmchenry1/index_charts.html,7243.699951,464,757
/~nmchenry1/index_charts.html,7428,394,383
/~nmchenry1/index_charts.html,7446,388,418
/~nmchenry1/index_charts.html,7462,385,463
/~nmchenry1/index_charts.html,7478,380,509
/~nmchenry1/index_charts.html,7496,378,523
/~nmchenry1/index_charts.html,7513,378,526
/~nmchenry1/index_charts.html,7529,378,529
/~nmchenry1/index_charts.html,7545,378,531
/~nmchenry1/index_charts.html,7578.699951,463,755
/~nmchenry1/index_charts.html,7593.699951,458,737
/~nmchenry1/index_charts.html,7610.699951,454,719
/~nmchenry1/index_charts.html,7628.699951,448,689
/~nmchenry1/index_charts.html,7646.699951,447,675
/~nmchenry1/index_charts.html,7660.699951,446,673
/~nmchenry1/index_charts.html,7677.699951,445,668
/~nmchenry1/index_charts.html,7695.699951,445,665
/~nmchenry1/index_charts.html,7711.699951,444,662
/~nmchenry1/index_charts.html,7728.699951,444,659
/~nmchenry1/index_charts.html,7743.699951,444,658
/~nmchenry1/index_charts.html,7759.699951,444,656
/~nmchenry1/index_charts.html,7793.699951,443,655
/~nmchenry1/index_charts.html,7826.699951,443,654
/~nmchenry1/index_charts.html,7842.699951,442,654
/~nmchenry1/index_charts.html,7979,378,532
/~nmchenry1/index_charts.html,7995,377,535
/~nmchenry1/index_charts.html,8011,377,540
/~nmchenry1/index_charts.html,8028,377,541
/~nmchenry1/index_charts.html,8045,377,544
/~nmchenry1/index_charts.html,8062,377,547
/~nmchenry1/index_charts.html,8095,377,549
/~nmchenry1/index_charts.html,8114,376,550
/~nmchenry1/index_charts.html,8129,376,551
